N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
777.0,한국내화,3195.0,50.0,+1.59%,500.0,3588.0,3260.0,105.0
778.0,대구백화점,12110.0,590.0,-4.65%,5000.0,759.0,4703.0,-163.0
779.0,가온전선,20600.0,200.0,+0.98%,5000.0,14165.0,7523.0,285.0
780.0,계룡건설,14620.0,110.0,+0.76%,5000.0,29497.0,25600.0,1328.0
781.0,HDC현대EP,4080.0,45.0,+1.12%,500.0,10459.0,6033.0,204.0
782.0,대영포장,1200.0,5.0,-0.41%,500.0,3026.0,2474.0,119.0
783.0,한국공항,40900.0,400.0,+0.99%,5000.0,4005.0,4211.0,26.0
784.0,대양금속,3425.0,40.0,-1.15%,500.0,2550.0,4009.0,137.0
785.0,수산중공업,2385.0,5.0,+0.21%,500.0,2863.0,2617.0,226.0
786.0,TIGER 미국MSCI리츠(합성 H),11870.0,65.0,+0.55%,0.0,,,
787.0,대신증권2우B,12780.0,30.0,+0.24%,5000.0,,,
788.0,세아특수강,14910.0,40.0,+0.27%,5000.0,10744.0,6902.0,288.0
789.0,종근당바이오,23200.0,100.0,+0.43%,2500.0,1560.0,3126.0,-148.0
790.0,미래에셋 코스피 양매도 5% OTM ETN,8480.0,0.0,0.00%,0.0,,,
791.0,유화증권,2240.0,10.0,-0.44%,1000.0,221.0,6893.0,-29.0
792.0,TIGER 미국채10년선물,11490.0,30.0,+0.26%,0.0,,,
793.0,KTOP K200액티브,10525.0,5.0,+0.05%,0.0,,,
794.0,조선선재,100200.0,100.0,-0.10%,500.0,670.0,1451.0,94.0
795.0,신일전자,1773.0,37.0,+2.13%,500.0,2027.0,1529.0,28.0
796.0,KODEX 바이오,8430.0,130.0,+1.57%,0.0,,,
797.0,HANARO 200TR,41955.0,30.0,+0.07%,0.0,,,
798.0,미창석유,71100.0,300.0,-0.42%,5000.0,4188.0,3573.0,440.0
799.0,TIGER 중국소비테마,6830.0,125.0,+1.86%,0.0,,,
800.0,KODEX 헬스케어,12035.0,195.0,+1.65%,0.0,,,
801.0,KODEX 미국달러선물,12280.0,10.0,-0.08%,0.0,,,
802.0,KBSTAR 코스피,26280.0,100.0,+0.38%,0.0,,,
803.0,ACE 중국본토CSI300,24230.0,185.0,-0.76%,0.0,,,
804.0,KoAct 바이오헬스케어액티브,11040.0,290.0,+2.70%,0.0,,,
805.0,DRB동일,6120.0,560.0,+10.07%,500.0,6618.0,9452.0,121.0
806.0,KODEX 배당가치,12730.0,90.0,+0.71%,0.0,,,
807.0,KCTC,4025.0,45.0,+1.13%,500.0,9204.0,6301.0,375.0
808.0,삼원강재,3010.0,30.0,+1.01%,500.0,3641.0,2937.0,165.0
809.0,경동도시가스,20400.0,350.0,+1.75%,2500.0,23049.0,10676.0,253.0
810.0,한국수출포장,3000.0,25.0,-0.83%,500.0,3414.0,3455.0,257.0
811.0,한국특강,1971.0,18.0,-0.90%,500.0,7959.0,5498.0,307.0
812.0,동남합성,34100.0,250.0,+0.74%,500.0,1934.0,921.0,135.0
813.0,TRUE 레버리지 S&P500 선물 ETN(H),23855.0,75.0,-0.31%,0.0,,,
814.0,한양증권,9330.0,70.0,+0.76%,5000.0,11171.0,15029.0,372.0
815.0,한솔홀딩스,2815.0,5.0,+0.18%,1000.0,4672.0,7233.0,191.0
816.0,ACE 24-12 회사채(AA-이상)액티브,106765.0,45.0,+0.04%,0.0,,,
817.0,CJ씨푸드,3255.0,35.0,+1.09%,500.0,1527.0,1434.0,41.0
818.0,삼화전기,17460.0,20.0,-0.11%,1000.0,2391.0,1391.0,136.0
819.0,씨티알모빌리티,13390.0,110.0,-0.81%,500.0,4231.0,2974.0,-7.0
820.0,히어로즈 단기채권ESG액티브,103465.0,0.0,0.00%,0.0,,,
821.0,KBSTAR 25-03 회사채(AA-이상)액티브,50125.0,35.0,+0.07%,0.0,,,
822.0,덕성,7290.0,50.0,-0.68%,500.0,1333.0,1252.0,52.0
823.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7615.0,190.0,-2.43%,0.0,,,
824.0,삼일제약,7530.0,30.0,+0.40%,500.0,1797.0,3567.0,40.0
825.0,KBSTAR 코스닥150선물레버리지,13130.0,260.0,+2.02%,0.0,,,
826.0,조흥,187600.0,2100.0,+1.13%,5000.0,3240.0,4338.0,150.0
827.0,TIGER 일본엔선물,8720.0,10.0,+0.11%,0.0,,,
828.0,인천도시가스,25700.0,0.0,0.00%,5000.0,7285.0,4231.0,81.0
829.0,KTis,3225.0,35.0,-1.07%,500.0,5358.0,3962.0,195.0
830.0,KODEX 미국나스닥100(H),12435.0,15.0,-0.12%,0.0,,,
831.0,씨아이테크,2250.0,45.0,+2.04%,500.0,567.0,947.0,6.0
832.0,TRUE 레버리지 천연가스 선물 ETN B,22150.0,1625.0,+7.92%,0.0,,,
833.0,KBSTAR 코스닥150,14100.0,170.0,+1.22%,0.0,,,
834.0,신한 블룸버그 2X 천연가스 선물 ETN,22010.0,1630.0,+8.00%,0.0,,,
835.0,KBSTAR 25-11 회사채(AA-이상)액티브,52280.0,20.0,+0.04%,0.0,,,
836.0,광명전기,2520.0,30.0,+1.20%,500.0,1382.0,1722.0,46.0
837.0,TIGER 200선물인버스2X,2735.0,5.0,-0.18%,0.0,,,
838.0,크라운제과,8590.0,50.0,+0.59%,200.0,4136.0,3302.0,176.0
839.0,세이브존I&C,2585.0,10.0,-0.39%,1000.0,1194.0,5736.0,92.0
840.0,TIGER 코스피,26130.0,30.0,-0.11%,0.0,,,
841.0,CJ우,46650.0,800.0,+1.74%,5000.0,,,
842.0,화성산업,10380.0,60.0,+0.58%,5000.0,6457.0,7461.0,145.0
843.0,동양철관,886.0,3.0,+0.34%,500.0,2662.0,1825.0,77.0
844.0,SOL 25-09 회사채(AA-이상)액티브,50110.0,40.0,+0.08%,0.0,,,
845.0,KODEX K-로봇액티브,15595.0,205.0,+1.33%,0.0,,,
846.0,두산퓨얼셀1우,7840.0,140.0,+1.82%,100.0,,,
847.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14740.0,340.0,-2.25%,0.0,,,
848.0,두올,3160.0,35.0,-1.10%,2500.0,5660.0,4622.0,133.0
849.0,팜젠사이언스,6570.0,250.0,+3.96%,500.0,1509.0,3174.0,75.0
850.0,코스맥스비티아이,10850.0,0.0,0.00%,500.0,6174.0,9361.0,34.0
851.0,HANARO Fn조선해운,10840.0,25.0,-0.23%,0.0,,,
852.0,태평양물산,2130.0,75.0,-3.40%,500.0,10846.0,7212.0,684.0
853.0,엔에이치스팩19호,10080.0,10.0,-0.10%,500.0,0.0,1167.0,-1.0
854.0,히어로즈 24-09 회사채(AA-이상)액티브,50175.0,25.0,+0.05%,0.0,,,
855.0,TIGER 투자등급회사채액티브,104175.0,0.0,0.00%,0.0,,,
856.0,TIGER 종합채권(AA-이상)액티브,49980.0,260.0,+0.52%,0.0,,,
857.0,삼익악기,1126.0,2.0,-0.18%,500.0,3257.0,5216.0,116.0
858.0,이지스레지던스리츠,3570.0,20.0,-0.56%,1000.0,664.0,3538.0,654.0
859.0,KODEX 국채선물10년,62650.0,465.0,+0.75%,0.0,,,
860.0,한진중공업홀딩스,3410.0,15.0,+0.44%,5000.0,14401.0,19960.0,371.0
861.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,50300.0,4440.0,-8.11%,0.0,,,
862.0,HS애드,6070.0,80.0,+1.34%,1000.0,5304.0,5448.0,248.0
863.0,TIGER 미디어컨텐츠,6695.0,85.0,+1.29%,0.0,,,
864.0,HANARO Fn K-POP&미디어,9710.0,90.0,+0.94%,0.0,,,
865.0,대유플러스,787.0,10.0,-1.25%,500.0,5367.0,5432.0,222.0
866.0,현대코퍼레이션홀딩스,10930.0,20.0,-0.18%,5000.0,1643.0,2961.0,143.0
867.0,TIGER 화장품,2570.0,30.0,+1.18%,0.0,,,
868.0,KBSTAR Fn5G테크,10015.0,215.0,-2.10%,0.0,,,
869.0,모나리자,2685.0,40.0,+1.51%,500.0,1209.0,978.0,29.0
870.0,금비,97700.0,300.0,+0.31%,5000.0,2350.0,3073.0,0.0
871.0,유니온,6250.0,600.0,+10.62%,500.0,2350.0,3761.0,29.0
872.0,동방,2030.0,45.0,+2.27%,1000.0,7585.0,5680.0,276.0
873.0,KODEX 인도Nifty50,11180.0,110.0,+0.99%,0.0,,,
874.0,신한 레버리지 코스닥 150 선물 ETN,38570.0,485.0,+1.27%,0.0,,,
875.0,TIGER 차이나CSI300레버리지(합성),16110.0,365.0,-2.22%,0.0,,,
876.0,TIGER 소프트웨어,9005.0,15.0,-0.17%,0.0,,,
877.0,무림페이퍼,2310.0,35.0,+1.54%,2500.0,13991.0,24291.0,963.0
878.0,웅진,1200.0,6.0,+0.50%,500.0,10498.0,10944.0,423.0
879.0,콤텍시스템,790.0,5.0,+0.64%,500.0,7098.0,5584.0,159.0
880.0,유니드비티플러스,8980.0,10.0,+0.11%,1000.0,292.0,2136.0,14.0
881.0,SG세계물산,470.0,4.0,-0.84%,500.0,1613.0,3038.0,72.0
882.0,인팩,9500.0,30.0,+0.32%,500.0,5122.0,4112.0,208.0
883.0,SOL 국고채10년,102010.0,630.0,+0.62%,0.0,,,
884.0,두산2우B,105800.0,10100.0,+10.55%,5000.0,,,
885.0,대원화성,2285.0,0.0,0.00%,500.0,1468.0,1309.0,-74.0
886.0,기신정기,3225.0,40.0,+1.26%,500.0,1444.0,2651.0,64.0
887.0,HANARO Fn K-반도체,9135.0,185.0,-1.98%,0.0,,,
888.0,인바이오젠,467.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
889.0,에이플러스에셋,4100.0,55.0,-1.32%,500.0,2707.0,3453.0,14.0
890.0,TIGER 미국배당+7%프리미엄다우존스,10295.0,15.0,+0.15%,0.0,,,
891.0,일성건설,1705.0,30.0,+1.79%,500.0,4626.0,4133.0,27.0
892.0,TIGER KRX바이오K-뉴딜,5640.0,70.0,+1.26%,0.0,,,
893.0,미래에셋글로벌리츠,3160.0,15.0,+0.48%,1000.0,136.0,3401.0,40.0
894.0,텔코웨어,9440.0,70.0,+0.75%,500.0,426.0,1321.0,29.0
895.0,대현,2065.0,5.0,-0.24%,500.0,3193.0,2976.0,302.0
896.0,다스코,4700.0,75.0,-1.57%,500.0,3785.0,3461.0,115.0
897.0,KODEX 미국반도체MV,13910.0,210.0,-1.49%,0.0,,,
898.0,방림,2150.0,45.0,+2.14%,500.0,1558.0,2652.0,21.0
899.0,다이나믹디자인,5270.0,260.0,+5.19%,500.0,582.0,978.0,-72.0
900.0,고려산업,3610.0,65.0,+1.83%,1000.0,2784.0,2747.0,44.0
901.0,TIGER 코스닥150,14555.0,140.0,+0.97%,0.0,,,
902.0,지엠비코리아,4710.0,130.0,+2.84%,500.0,6105.0,5508.0,111.0
903.0,동일고무벨트,6460.0,180.0,+2.87%,500.0,3904.0,3812.0,81.0
904.0,동원금속,1913.0,42.0,-2.15%,500.0,5386.0,4879.0,356.0
905.0,HANARO 200 TOP10,8425.0,90.0,-1.06%,0.0,,,
906.0,크라운해태홀딩스,6010.0,0.0,0.00%,500.0,9791.0,11538.0,384.0
907.0,하이스틸,4380.0,1010.0,+29.97%,500.0,3164.0,2925.0,169.0
908.0,보락,1472.0,9.0,+0.62%,200.0,484.0,609.0,33.0
909.0,남광토건,8940.0,70.0,+0.79%,5000.0,4504.0,3459.0,111.0
910.0,KODEX 차이나CSI300,11285.0,85.0,-0.75%,0.0,,,
911.0,신송홀딩스,7380.0,90.0,+1.23%,500.0,2094.0,2424.0,86.0
912.0,TIGER 인도니프티50,10965.0,105.0,+0.97%,0.0,,,
913.0,KC코트렐,1709.0,46.0,+2.77%,500.0,4216.0,3235.0,36.0
914.0,TIGER 미국나스닥100TR(H),12690.0,5.0,+0.04%,0.0,,,
915.0,HL D&I,2295.0,15.0,+0.66%,5000.0,14721.0,16674.0,526.0
916.0,동방아그로,6370.0,30.0,-0.47%,500.0,1467.0,2165.0,93.0
917.0,ACE KRX금현물,11855.0,25.0,+0.21%,0.0,,,
918.0,써니전자,2480.0,60.0,+2.48%,500.0,174.0,765.0,17.0
919.0,일신석재,1105.0,3.0,+0.27%,500.0,1377.0,1162.0,39.0
920.0,TIGER 일본TOPIX(합성 H),19805.0,195.0,-0.97%,0.0,,,
921.0,조광페인트,6670.0,50.0,+0.76%,500.0,2605.0,3861.0,-16.0
922.0,국제약품,4030.0,35.0,+0.88%,1000.0,1266.0,1366.0,53.0
923.0,신영와코루,9470.0,330.0,+3.61%,500.0,2014.0,4258.0,66.0
924.0,삼호개발,3395.0,15.0,+0.44%,500.0,3075.0,2824.0,45.0
925.0,새론오토모티브,4420.0,75.0,+1.73%,500.0,1380.0,2562.0,-31.0
926.0,KODEX 미국달러선물인버스2X,6505.0,15.0,+0.23%,0.0,,,
927.0,KH 필룩스,442.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
928.0,한신공영,7270.0,40.0,+0.55%,5000.0,12216.0,23494.0,394.0
929.0,한일철강,3140.0,135.0,+4.49%,500.0,2552.0,3392.0,40.0
930.0,ACE 26-06 회사채(AA-이상)액티브,10050.0,10.0,+0.10%,0.0,,,
931.0,화천기계,3755.0,10.0,-0.27%,500.0,1897.0,1614.0,13.0
932.0,히어로즈 CD금리액티브(합성),101095.0,10.0,+0.01%,0.0,,,
933.0,엔케이,1029.0,5.0,+0.49%,500.0,767.0,1857.0,9.0
934.0,조비,15830.0,2670.0,+20.29%,5000.0,1486.0,1300.0,119.0
935.0,진양산업,6320.0,90.0,-1.40%,500.0,837.0,827.0,53.0
936.0,TIGER 미국다우존스30,22815.0,65.0,+0.29%,0.0,,,
937.0,깨끗한나라,2205.0,5.0,+0.23%,1000.0,6065.0,6610.0,38.0
938.0,메리츠 3X 레버리지 국채30년 ETN,41040.0,1425.0,+3.60%,0.0,,,
939.0,명문제약,2415.0,65.0,+2.77%,500.0,1521.0,2304.0,64.0
940.0,화승코퍼레이션,1638.0,8.0,-0.49%,500.0,15854.0,11772.0,432.0
941.0,남성,2255.0,10.0,+0.45%,500.0,981.0,2712.0,25.0
942.0,TIGER 미국필라델피아반도체레버리지(합성),13055.0,300.0,-2.25%,0.0,,,
943.0,유유제약,4780.0,70.0,+1.49%,1000.0,1389.0,1952.0,-6.0
944.0,한세엠케이,2700.0,25.0,-0.92%,500.0,2715.0,2248.0,-211.0
945.0,제일연마,8110.0,70.0,-0.86%,500.0,834.0,1041.0,51.0
946.0,호전실업,8300.0,70.0,+0.85%,500.0,4800.0,3161.0,406.0
947.0,대원전선,1113.0,5.0,+0.45%,500.0,5624.0,2460.0,13.0
948.0,대동전자,7620.0,70.0,+0.93%,500.0,413.0,2512.0,22.0
949.0,사조오양,8470.0,70.0,+0.83%,5000.0,3691.0,3432.0,102.0
950.0,TIGER 글로벌혁신블루칩TOP10,10245.0,0.0,0.00%,0.0,,,
951.0,KBSTAR 대형고배당10TR,16450.0,150.0,-0.90%,0.0,,,
952.0,TIGER 200 중공업,3720.0,25.0,+0.68%,0.0,,,
953.0,KODEX 미국메타버스나스닥액티브,8385.0,55.0,-0.65%,0.0,,,
954.0,미래에셋 레버리지 코스닥150 선물 ETN,38945.0,1135.0,+3.00%,0.0,,,
955.0,아센디오,897.0,27.0,-2.92%,500.0,186.0,732.0,-90.0
956.0,오리엔트바이오,656.0,0.0,0.00%,500.0,288.0,811.0,15.0
957.0,삼성공조,9560.0,60.0,-0.62%,500.0,957.0,3087.0,87.0
958.0,SOL 미국배당다우존스(H),10325.0,45.0,+0.44%,0.0,,,
959.0,SH에너지화학,696.0,1.0,-0.14%,500.0,1674.0,1242.0,8.0
960.0,신한 WTI원유 선물 ETN(H),7720.0,60.0,-0.77%,0.0,,,
961.0,TRUE 나스닥 100 ETN,15415.0,70.0,-0.45%,0.0,,,
962.0,휴니드,5460.0,80.0,+1.49%,5000.0,2225.0,3041.0,127.0
963.0,보해양조,554.0,15.0,+2.78%,500.0,909.0,1474.0,1.0
964.0,상상인증권,708.0,1.0,-0.14%,1000.0,511.0,5981.0,-8.0
965.0,마스턴프리미어리츠,2880.0,10.0,+0.35%,1000.0,21.0,1793.0,1.0
966.0,서원,1611.0,16.0,-0.98%,500.0,2757.0,2662.0,2.0
967.0,마니커,1202.0,20.0,+1.69%,500.0,3206.0,1746.0,-70.0
968.0,유성기업,2940.0,10.0,-0.34%,500.0,2968.0,4270.0,67.0
969.0,TIGER 테슬라채권혼합Fn,11385.0,120.0,+1.07%,0.0,,,
970.0,신한 인버스 2X 코스닥 150 선물 ETN,7625.0,190.0,-2.43%,0.0,,,
971.0,한솔홈데코,946.0,2.0,+0.21%,1000.0,2834.0,3195.0,27.0
972.0,플레이그램,601.0,9.0,-1.48%,100.0,1313.0,3036.0,-69.0
973.0,NH프라임리츠,4065.0,15.0,+0.37%,500.0,29.0,1002.0,25.0
974.0,TIGER 200선물레버리지,12640.0,25.0,+0.20%,0.0,,,
975.0,TRUE S&P500 선물 ETN,15130.0,30.0,-0.20%,0.0,,,
976.0,인디에프,1005.0,9.0,+0.90%,500.0,1353.0,1197.0,-130.0
977.0,KODEX 한국대만IT프리미어,18865.0,195.0,-1.02%,0.0,,,
978.0,평화산업,1374.0,3.0,-0.22%,500.0,5199.0,2366.0,57.0
979.0,대우부품,1524.0,5.0,-0.33%,500.0,1005.0,912.0,-58.0
980.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
981.0,이건산업,6830.0,90.0,+1.34%,5000.0,3293.0,4428.0,193.0
982.0,화천기공,34000.0,350.0,-1.02%,5000.0,2441.0,4740.0,82.0
983.0,사조씨푸드,4340.0,75.0,+1.76%,1000.0,2011.0,3507.0,136.0
984.0,상신브레이크,3480.0,15.0,+0.43%,500.0,4890.0,5436.0,141.0
985.0,화승알앤에이,3930.0,60.0,-1.50%,500.0,6579.0,4226.0,155.0
986.0,DSR,4665.0,30.0,+0.65%,500.0,3675.0,3647.0,358.0
987.0,까뮤이앤씨,1648.0,8.0,+0.49%,500.0,1951.0,1955.0,-159.0
988.0,서울식품,198.0,2.0,+1.02%,100.0,643.0,709.0,13.0
989.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),29670.0,290.0,+0.99%,0.0,,,
990.0,SK우,130800.0,300.0,-0.23%,200.0,,,
991.0,TIGER 미국채30년스트립액티브(합성 H),46075.0,460.0,+1.01%,0.0,,,
992.0,에이엔피,1650.0,2.0,-0.12%,500.0,1075.0,1068.0,-107.0
993.0,KODEX 아시아반도체공급망exChina액티브,12590.0,250.0,-1.95%,0.0,,,
994.0,ARIRANG 신흥국MSCI(합성 H),8740.0,40.0,-0.46%,0.0,,,
995.0,KC그린홀딩스,3265.0,0.0,0.00%,500.0,7112.0,7929.0,136.0
996.0,KODEX 은선물(H),4435.0,15.0,+0.34%,0.0,,,
997.0,유한양행우,61900.0,400.0,+0.65%,1000.0,,,
998.0,ACE 미국WideMoat가치주,21405.0,65.0,-0.30%,0.0,,,
999.0,혜인,5710.0,0.0,0.00%,500.0,1780.0,2405.0,27.0
1000.0,동양피스톤,5500.0,20.0,-0.36%,500.0,3979.0,3743.0,74.0
1001.0,천일고속,50200.0,400.0,-0.79%,5000.0,377.0,548.0,-74.0
1002.0,KODEX 미국종합채권SRI액티브(H),95840.0,370.0,+0.39%,0.0,,,
1003.0,부산산업,67200.0,500.0,+0.75%,5000.0,1526.0,1347.0,53.0
1004.0,문배철강,3455.0,305.0,+9.68%,500.0,1922.0,2069.0,30.0
1005.0,신한 레버리지 은 선물 ETN(H),7080.0,5.0,+0.07%,0.0,,,
1006.0,KODEX 200IT TR,11785.0,170.0,-1.42%,0.0,,,
1007.0,쌍방울,269.0,0.0,0.00%,500.0,1033.0,1677.0,6.0
1008.0,ACE G2전기차&자율주행액티브,9050.0,135.0,-1.47%,0.0,,,
1009.0,인터지스,2370.0,0.0,0.00%,500.0,7200.0,4332.0,354.0
1010.0,부국철강,3510.0,145.0,+4.31%,500.0,2097.0,1536.0,59.0
1011.0,우진플라임,3505.0,10.0,+0.29%,500.0,2546.0,2852.0,226.0
1012.0,삼화왕관,32500.0,450.0,-1.37%,5000.0,1544.0,2228.0,36.0
1013.0,ACE 25-06 회사채(AA-이상)액티브,10080.0,10.0,+0.10%,0.0,,,
1014.0,한익스프레스,5810.0,110.0,+1.93%,500.0,8581.0,4079.0,199.0
1015.0,핸즈코퍼레이션,3175.0,45.0,+1.44%,500.0,7783.0,8626.0,-667.0
1016.0,아모레G우,10730.0,100.0,-0.92%,500.0,,,
1017.0,삼화전자,5700.0,0.0,0.00%,1000.0,483.0,687.0,-43.0
1018.0,한솔로지스틱스,2490.0,60.0,+2.47%,500.0,10154.0,2745.0,363.0
1019.0,우성,22250.0,550.0,+2.53%,5000.0,6123.0,4020.0,-6.0
1020.0,영보화학,3425.0,0.0,0.00%,500.0,830.0,1804.0,50.0
1021.0,SG글로벌,1517.0,6.0,+0.40%,500.0,677.0,1859.0,-14.0
1022.0,하이트론,2470.0,0.0,0.00%,500.0,108.0,168.0,-89.0
1023.0,모나미,3600.0,95.0,+2.71%,1000.0,1495.0,2184.0,63.0
1024.0,영흥,667.0,3.0,+0.45%,500.0,5274.0,5357.0,42.0
1025.0,케이비아이동국실업,607.0,3.0,-0.49%,500.0,6142.0,5536.0,-10.0
1026.0,CS홀딩스,58200.0,700.0,+1.22%,5000.0,1753.0,3641.0,156.0
1027.0,코오롱인더우,24250.0,150.0,+0.62%,5000.0,,,
1028.0,KODEX WTI원유선물(H),15835.0,135.0,-0.85%,0.0,,,
1029.0,DSR제강,4645.0,95.0,+2.09%,500.0,2617.0,2594.0,264.0
1030.0,세원정공,6670.0,10.0,-0.15%,500.0,1152.0,6288.0,-109.0
1031.0,TIGER 국채3년,105000.0,215.0,+0.21%,0.0,,,
1032.0,한국종합기술,6020.0,20.0,-0.33%,500.0,2837.0,3327.0,54.0
1033.0,TIGER 미국S&P500레버리지(합성 H),28790.0,20.0,+0.07%,0.0,,,
1034.0,TIMEFOLIO Kstock액티브,8775.0,20.0,+0.23%,0.0,,,
1035.0,TIGER 미국투자등급회사채액티브(H),49250.0,305.0,+0.62%,0.0,,,
1036.0,한화솔루션우,25100.0,500.0,-1.95%,5000.0,,,
1037.0,KBSTAR 미국단기투자등급회사채액티브,10295.0,15.0,+0.15%,0.0,,,
1038.0,대림B&Co,3845.0,20.0,+0.52%,1000.0,2535.0,3376.0,15.0
1039.0,신세계건설,15970.0,680.0,+4.45%,5000.0,14324.0,10356.0,-120.0
1040.0,범양건영,2530.0,15.0,+0.60%,1000.0,1198.0,2206.0,-123.0
1041.0,메타랩스,2520.0,0.0,0.00%,2500.0,227.0,900.0,-20.0
1042.0,KBSTAR 고배당,12040.0,105.0,+0.88%,0.0,,,
1043.0,KBSTAR 중국본토대형주CSI100,16375.0,200.0,-1.21%,0.0,,,
1044.0,KBSTAR 중기우량회사채,103680.0,145.0,+0.14%,0.0,,,
1045.0,GS우,34850.0,50.0,+0.14%,5000.0,,,
1046.0,삼정펄프,24850.0,100.0,-0.40%,5000.0,1745.0,2327.0,47.0
1047.0,미래에셋맵스리츠,3085.0,5.0,+0.16%,1000.0,60.0,2893.0,39.0
1048.0,SK케미칼우,29150.0,450.0,+1.57%,5000.0,,,
1049.0,신풍제약우,28000.0,200.0,+0.72%,500.0,,,
1050.0,히어로즈 종합채권(AA-이상)액티브,99070.0,225.0,+0.23%,0.0,,,
1051.0,성보화학,3065.0,210.0,+7.36%,500.0,664.0,1708.0,19.0
1052.0,TIGER 경기방어,8450.0,100.0,+1.20%,0.0,,,
1053.0,SJM,3920.0,25.0,+0.64%,500.0,1802.0,2433.0,71.0
1054.0,TIMEFOLIO 글로벌AI인공지능액티브,13935.0,140.0,-0.99%,0.0,,,
1055.0,히어로즈 26-09 회사채(AA-이상)액티브,49995.0,10.0,+0.02%,0.0,,,
1056.0,ARIRANG 미국S&P500(H),18415.0,25.0,+0.14%,0.0,,,
1057.0,TIGER 차이나HSCEI,9040.0,145.0,-1.58%,0.0,,,
1058.0,비상교육,4650.0,30.0,+0.65%,500.0,2530.0,3092.0,35.0
1059.0,시디즈,30200.0,300.0,-0.98%,500.0,2433.0,851.0,0.0
1060.0,KB Wise 분할매매 ETN,10015.0,0.0,0.00%,0.0,,,
1061.0,대유에이텍,517.0,1.0,-0.19%,500.0,14040.0,13752.0,-320.0
1062.0,KODEX WTI원유선물인버스(H),4190.0,40.0,+0.96%,0.0,,,
1063.0,티웨이홀딩스,534.0,2.0,-0.37%,500.0,115.0,2107.0,-19.0
1064.0,솔루스첨단소재1우,7040.0,60.0,+0.86%,100.0,,,
1065.0,한창제지,997.0,1.0,+0.10%,500.0,2149.0,2831.0,13.0
1066.0,에쓰씨엔지니어링,1901.0,24.0,-1.25%,500.0,1372.0,1065.0,78.0
1067.0,KR모터스,614.0,13.0,+2.16%,500.0,1171.0,1492.0,-62.0
1068.0,KBSTAR 단기국공채액티브,106150.0,25.0,+0.02%,0.0,,,
1069.0,티에이치엔,3260.0,0.0,0.00%,500.0,4697.0,3714.0,11.0
1070.0,KODEX 200미국채혼합,12205.0,30.0,+0.25%,0.0,,,
1071.0,QV 코스닥 150 ETN,14610.0,185.0,-1.25%,0.0,,,
1072.0,IHQ,239.0,0.0,0.00%,500.0,468.0,2463.0,-322.0
1073.0,KODEX 차이나H레버리지(H),1820.0,5.0,-0.27%,0.0,,,
1074.0,HANARO e커머스,10880.0,110.0,+1.02%,0.0,,,
1075.0,ARIRANG K방산Fn,11410.0,155.0,+1.38%,0.0,,,
1076.0,부국증권우,19090.0,0.0,0.00%,5000.0,,,
1077.0,KODEX 아시아달러채권SRI플러스액티브,51275.0,115.0,+0.22%,0.0,,,
1078.0,신한 인버스 2X WTI원유 선물 ETN(H),90.0,5.0,+5.88%,0.0,,,
1079.0,키움 미국달러선물 ETN,11360.0,10.0,-0.09%,0.0,,,
1080.0,현대건설우,53400.0,500.0,+0.95%,5000.0,,,
1081.0,삼일씨엔에스,4410.0,155.0,+3.64%,1000.0,2412.0,4114.0,-70.0
1082.0,SJM홀딩스,3730.0,20.0,-0.53%,500.0,1842.0,3282.0,82.0
1083.0,진양폴리,5560.0,200.0,+3.73%,500.0,527.0,461.0,33.0
1084.0,KODEX Fn성장,14250.0,80.0,-0.56%,0.0,,,
1085.0,대신 인버스 천연가스 선물 ETN(H),6895.0,290.0,-4.04%,0.0,,,
1086.0,QV 레버리지 S&P500 ETN,27510.0,70.0,-0.25%,0.0,,,
1087.0,대한방직,10370.0,0.0,0.00%,1000.0,1915.0,2106.0,-39.0
1088.0,세원이앤씨,1270.0,0.0,0.00%,500.0,1266.0,2827.0,18.0
1089.0,국보,4465.0,0.0,0.00%,5000.0,1023.0,1100.0,-140.0
1090.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),54375.0,4375.0,-7.45%,0.0,,,
1091.0,신한 S&P500 VIX S/T 선물 ETN D,9060.0,205.0,-2.21%,0.0,,,
1092.0,계양전기,1996.0,1.0,+0.05%,500.0,3651.0,2976.0,-106.0
1093.0,선도전기,3000.0,0.0,0.00%,500.0,619.0,1317.0,-169.0
1094.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),54000.0,4470.0,-7.64%,0.0,,,
1095.0,대림통상,3525.0,30.0,+0.86%,1000.0,1741.0,1718.0,70.0
1096.0,일진디스플,1034.0,16.0,+1.57%,500.0,1243.0,1173.0,11.0
1097.0,미래에셋 레버리지 코스피200 선물 ETN,26475.0,165.0,-0.62%,0.0,,,
1098.0,갤럭시아에스엠,1897.0,26.0,-1.35%,500.0,301.0,579.0,42.0
1099.0,키움 코스피 200 ETN,10425.0,0.0,0.00%,0.0,,,
1100.0,미래에셋증권우,3680.0,45.0,+1.24%,5000.0,,,
